"ID","EDAD","GENERO","EST_MARITAL","HIJOS","INGRESO","TARJETAS","PRESTAMOS","PAGO","HIPOTECA","RIESGO"
103997,47,"Masculino",NA,3,25031,4,1,"Semanal","Si","Bajo"
104046,48,"Masculino","Casado",3,25035,4,2,"Semanal","Si","Bajo"
103911,44,"Masculino",NA,3,25302,3,1,NA,"Si","Bajo"
104008,47,"Masculino","Casado",3,25342,3,2,"Semanal","Si","Bajo"
104007,29,"Masculino","Casado",3,25418,4,2,"Mensual","Si","Bajo"
103969,NA,"Masculino","Casado",3,25654,NA,1,"Mensual","Si","Bajo"
104034,48,"Masculino","Casado",3,25659,3,1,"Semanal","Si","Bajo"
104074,49,"Masculino","Casado",3,25687,4,2,"Mensual","Si","Bajo"
103866,43,"Masculino","Casado",3,25916,3,1,"Semanal","Si","Bajo"
103932,31,"Masculino","Casado",3,25970,3,2,"Mensual","Si","Bajo"
104040,48,"Masculino","Casado",3,26178,4,NA,"Mensual",NA,"Bajo"
103904,44,"Masculino",NA,3,26231,4,2,"Semanal",NA,"Bajo"
103963,46,"Masculino","Casado",3,26247,3,1,"Semanal","Si","Bajo"
103947,45,NA,"Casado",NA,26542,NA,2,"Mensual","Si","Bajo"
103940,45,"Masculino","Casado",3,26575,4,2,"Mensual","Si","Bajo"
103772,26,"Masculino",NA,3,26595,4,2,"Mensual","Si","Bajo"
103895,44,"Masculino","Casado",3,26701,4,1,"Semanal","Si","Bajo"
103835,42,"Masculino",NA,3,26872,4,1,"Mensual","Si","Bajo"
104073,49,"Masculino","Casado",3,26968,4,1,"Semanal","Si","Bajo"
103828,42,"Masculino","Casado",3,27128,4,2,"Semanal","Si","Bajo"
103975,46,"Masculino","Casado",3,27569,3,2,"Semanal","Si","Bajo"
103910,44,"Masculino","Casado",NA,27590,3,2,"Mensual","Si","Bajo"
103802,27,"Masculino","Casado",3,27917,NA,2,"Mensual","Si","Bajo"
104116,50,"Masculino","Casado",3,27940,4,2,"Semanal","Si","Bajo"
103799,41,"Masculino","Casado",3,28156,4,1,"Semanal","Si","Bajo"
103858,43,"Masculino","Casado",3,28567,3,2,"Mensual","Si","Bajo"
103868,43,"Masculino","Casado",3,28592,3,1,"Semanal","Si","Bajo"
104077,49,"Masculino","Casado",3,28709,3,NA,"Mensual","Si","Bajo"
103970,46,"Masculino","Casado",3,28735,4,2,"Semanal","Si","Bajo"
104105,NA,"Masculino","Casado",3,28813,NA,1,"Mensual","Si","Bajo"
103765,40,"Masculino","Casado",3,28870,4,2,"Mensual","Si","Bajo"
104080,31,"Masculino","Casado",3,29076,4,2,"Mensual","Si","Bajo"
104111,50,"Masculino","Casado",3,NA,4,2,"Mensual",NA,"Bajo"
103833,42,"Masculino","Casado",3,29548,3,2,NA,"Si","Bajo"
104070,49,"Masculino","Casado",3,29748,3,2,"Mensual","Si","Bajo"
NA,NA,"Masculino","Casado",3,29803,3,NA,"Semanal","Si","Bajo"
104079,49,"Masculino","Casado",3,29907,4,1,"Semanal","Si","Bajo"
102142,21,"Masculino","Soltero",0,15052,3,1,"Semanal","No","Bajo"
102226,21,NA,"Soltero",0,15104,2,1,"Semanal","No","Bajo"
102735,25,"Masculino","Soltero",0,15175,2,1,NA,"No","Alto"
102379,22,NA,"Soltero",0,NA,3,1,"Mensual","Si","Bajo"
102427,23,NA,"Soltero",0,15262,1,1,"Mensual","No","Bajo"
102668,24,"Masculino","Soltero",0,15273,3,1,"Mensual","Si","Bajo"
102794,25,"Masculino","Soltero",0,15303,3,1,"Semanal","No","Bajo"
102370,22,NA,"Soltero",0,15409,3,1,"Mensual","No","Alto"
102414,22,"Masculino",NA,0,15421,3,1,"Semanal","Si","Bajo"
102703,24,"Masculino","Soltero",0,15541,NA,1,"Semanal","Si","Alto"
102224,21,"Masculino","Soltero",0,15595,2,1,"Mensual","No","Alto"
102645,NA,"Masculino","Soltero",0,15758,1,1,"Semanal","No","Alto"
100002,25,"Masculino","Soltero",0,15777,NA,0,"Mensual","Si","Alto"
102006,NA,"Masculino","Soltero",0,15846,2,1,"Mensual",NA,"Alto"
102719,24,"Masculino","Soltero",0,15885,1,1,"Semanal","Si","Alto"
102377,22,"Masculino","Soltero",0,NA,2,1,NA,"No","Alto"
102322,22,"Masculino","Soltero",0,15941,2,NA,"Mensual","Si","Alto"
102286,22,"Masculino","Soltero",0,15997,3,1,"Mensual","No","Alto"
102516,23,"Masculino","Soltero",NA,16205,3,1,"Mensual","No","Alto"
102654,26,"Masculino","Soltero",0,16207,2,1,"Mensual","Si","Alto"
102346,22,"Masculino","Soltero",0,NA,NA,1,"Mensual","Si","Alto"
102658,24,NA,"Soltero",0,16335,1,1,"Mensual","Si","Alto"
102773,25,"Masculino","Soltero",0,16414,1,1,"Mensual","Si","Alto"
102030,20,"Masculino","Soltero",NA,16523,2,1,"Mensual","No","Alto"
NA,23,"Masculino","Soltero",NA,16650,NA,1,"Mensual","No","Alto"
102186,21,"Masculino","Soltero",0,16652,NA,1,NA,NA,"Alto"
102629,24,"Masculino","Soltero",0,16766,3,1,"Mensual","No","Alto"
102312,22,"Masculino","Soltero",0,16844,1,1,"Semanal","Si","Alto"
102676,24,NA,"Soltero",NA,16866,2,1,"Mensual","No","Alto"
102013,29,"Masculino","Soltero",NA,16918,3,1,"Mensual","No","Alto"
102246,32,"Masculino","Soltero",0,17190,2,1,"Semanal","Si","Alto"
102863,25,"Masculino","Soltero",NA,NA,2,1,"Mensual","Si","Alto"
102214,21,"Masculino","Soltero",0,17254,1,1,"Semanal","No","Alto"
102538,23,"Masculino","Soltero",0,NA,2,1,"Semanal","Si","Alto"
102128,21,"Masculino","Soltero",0,17479,2,NA,"Semanal","Si","Alto"
102160,NA,"Masculino","Soltero",0,17527,2,1,"Semanal","No","Alto"
102314,22,"Masculino","Soltero",NA,17548,2,1,"Mensual","No","Alto"
102733,25,"Masculino","Soltero",0,17572,1,1,"Mensual","No","Alto"
102450,23,"Masculino","Soltero",0,17917,NA,1,"Mensual",NA,"Alto"
102146,21,"Masculino","Soltero",0,18084,NA,1,"Semanal","No","Alto"
NA,25,"Masculino","Soltero",NA,18179,2,NA,"Semanal","No","Alto"
102020,20,"Masculino","Soltero",0,18188,3,1,"Mensual","No","Alto"
102697,30,NA,"Soltero",0,18287,3,1,"Mensual","No","Alto"
102375,22,"Masculino","Soltero",0,18541,1,1,"Mensual",NA,"Bajo"
NA,27,"Masculino","Soltero",0,18560,3,1,"Semanal","No","Bajo"
102170,21,"Masculino","Soltero",NA,18569,1,1,"Semanal","No","Bajo"
102426,NA,"Masculino","Soltero",0,18629,1,1,"Mensual","Si","Bajo"
102273,21,NA,"Soltero",0,18719,3,1,"Mensual","Si","Bajo"
102621,NA,"Masculino","Soltero",NA,18745,1,1,"Mensual","No","Alto"
102147,31,"Masculino","Soltero",0,NA,2,1,"Mensual","No","Alto"
101985,20,"Masculino",NA,NA,19195,3,1,"Semanal","No","Alto"
102279,22,"Masculino","Soltero",0,19809,3,1,"Mensual","Si","Alto"
102617,24,"Masculino","Soltero",0,20002,NA,1,"Semanal","No","Alto"
102662,38,"Masculino","Soltero",0,20063,2,1,"Semanal","No","Alto"
102010,20,NA,"Soltero",0,20063,1,NA,"Mensual","Si","Alto"
102601,24,"Masculino","Soltero",0,20135,2,1,NA,"No","Alto"
102592,24,"Masculino","Soltero",0,20146,1,1,"Semanal","Si","Alto"
102012,NA,"Masculino","Soltero",0,20186,3,1,"Mensual","Si","Alto"
NA,22,"Masculino","Soltero",0,20238,2,1,"Semanal","Si","Alto"
102648,24,"Masculino","Soltero",NA,20270,3,1,NA,"No","Alto"
102192,21,"Masculino","Soltero",0,NA,1,1,"Semanal","No","Alto"
102038,NA,"Masculino","Soltero",0,20326,2,1,"Semanal","Si","Alto"
102207,21,"Masculino","Soltero",0,20395,2,1,"Mensual","Si","Alto"
102596,24,"Masculino","Soltero",0,20423,2,1,"Semanal","Si","Alto"
102178,21,"Masculino","Soltero",0,20453,2,NA,"Mensual","No","Alto"
102594,24,"Masculino","Soltero",0,20497,2,1,NA,"Si","Alto"
102451,NA,"Masculino","Soltero",0,NA,2,1,"Mensual","Si","Alto"
102483,NA,"Masculino","Soltero",0,20533,1,1,"Mensual","Si","Alto"
102328,26,"Masculino","Soltero",0,20542,1,1,"Semanal","Si","Alto"
102743,25,NA,"Soltero",0,20568,NA,1,"Semanal","No","Alto"
102452,23,"Masculino","Soltero",0,20570,3,1,NA,"Si","Alto"
NA,30,"Masculino","Soltero",0,20588,3,1,"Semanal","Si","Alto"
102137,21,"Masculino","Soltero",0,20619,2,1,"Semanal","Si","Alto"
102615,24,"Masculino","Soltero",0,20639,1,1,"Mensual","No","Alto"
102622,24,"Masculino","Soltero",NA,20655,NA,1,"Semanal","No","Alto"
102331,22,"Masculino","Soltero",NA,20670,3,1,NA,"Si","Alto"
102460,NA,"Masculino","Soltero",0,20777,1,1,"Semanal","No","Alto"
102185,36,"Masculino","Soltero",NA,20829,2,1,"Semanal","No","Alto"
102475,23,"Masculino","Soltero",0,20920,1,1,"Mensual","No","Alto"
102284,22,"Masculino","Soltero",0,20935,1,1,"Mensual","Si","Alto"
102610,24,"Masculino","Soltero",0,20949,3,1,"Mensual","Si","Alto"
102775,26,"Masculino",NA,0,21106,3,1,"Semanal","Si","Alto"
102600,24,NA,"Soltero",0,NA,2,1,NA,"No","Alto"
101992,20,"Masculino","Soltero",0,NA,1,1,"Mensual","No","Alto"
102744,29,"Masculino","Soltero",0,21154,2,1,"Mensual","Si","Alto"
102053,20,"Masculino","Soltero",NA,21154,1,1,"Semanal","Si","Alto"
102599,37,"Masculino","Soltero",0,21155,1,1,"Semanal","No","Alto"
102761,25,"Masculino","Soltero",0,21189,NA,1,"Semanal","No","Alto"
102354,22,"Masculino","Soltero",0,21210,3,1,"Semanal",NA,"Alto"
102660,24,"Masculino",NA,0,21277,1,1,"Semanal","Si","Bajo"
102199,31,"Masculino","Soltero",0,21284,NA,1,"Semanal","No","Alto"
102484,23,"Masculino","Soltero",0,21317,1,NA,"Semanal","Si","Bajo"
102741,25,"Masculino","Soltero",0,21325,1,1,"Mensual","No","Bajo"
102431,NA,NA,"Soltero",0,21383,2,1,"Mensual",NA,"Alto"
NA,25,"Masculino","Soltero",0,NA,3,NA,"Mensual","Si","Alto"
102001,20,"Masculino","Soltero",0,21428,2,NA,"Semanal","No","Alto"
102443,35,"Masculino",NA,0,21544,2,1,"Mensual",NA,"Alto"
102166,21,"Masculino","Soltero",NA,21596,1,1,"Mensual",NA,"Alto"
102454,23,"Masculino","Soltero",0,21614,1,1,"Mensual","Si","Alto"
102790,25,"Masculino","Soltero",0,21708,1,1,"Semanal","No","Alto"
102329,22,"Masculino","Soltero",0,21796,3,1,"Mensual","Si","Alto"
102141,21,"Masculino","Soltero",0,21822,3,1,"Semanal","Si","Alto"
NA,23,"Masculino",NA,0,21832,3,NA,"Mensual","No","Alto"
102608,NA,"Masculino","Soltero",0,21941,1,1,"Mensual","Si","Alto"
102200,21,"Masculino","Soltero",0,21982,3,1,"Semanal","No","Alto"
102785,25,"Masculino","Soltero",0,22028,3,NA,"Mensual","Si","Alto"
102339,22,"Masculino","Soltero",0,22036,1,1,"Mensual","No","Alto"
102762,25,NA,"Soltero",0,22094,3,1,"Semanal","Si","Alto"
102436,23,"Masculino","Soltero",0,NA,1,1,"Mensual","No","Alto"
102018,NA,"Masculino","Soltero",0,22137,1,1,"Semanal","No","Alto"
102455,34,"Masculino","Soltero",0,22182,3,1,"Semanal","Si","Alto"
102044,20,"Masculino","Soltero",0,22214,1,1,NA,"No","Alto"
102345,22,"Masculino",NA,0,22294,1,1,NA,"No","Alto"
NA,NA,"Masculino","Soltero",0,22323,3,1,"Semanal","No","Alto"
NA,24,NA,"Soltero",0,22383,1,NA,"Mensual","Si","Alto"
102135,27,"Masculino","Soltero",0,22391,1,1,"Semanal","Si","Alto"
102445,23,"Masculino","Soltero",0,NA,3,1,"Mensual","Si","Alto"
102140,21,"Masculino","Soltero",0,22579,3,1,"Mensual","No","Alto"
102661,24,"Masculino","Soltero",0,22580,2,1,NA,NA,"Alto"
102334,22,"Masculino",NA,0,22583,1,NA,"Mensual","No","Bajo"
102024,20,"Masculino","Soltero",0,22617,2,1,"Semanal","No","Bajo"
102639,36,"Masculino","Soltero",0,22742,1,1,"Mensual","No","Bajo"
102664,37,"Masculino","Soltero",NA,22758,3,1,"Mensual","No","Bajo"
102303,22,"Masculino","Soltero",0,22882,2,NA,"Mensual","No","Bajo"
102198,21,"Masculino","Soltero",0,22901,3,1,"Mensual","Si","Bajo"
102180,21,"Masculino","Soltero",0,22918,3,1,"Semanal","No","Bajo"
NA,21,"Masculino","Soltero",0,22945,2,NA,"Mensual","No","Bajo"
102109,20,"Masculino","Soltero",0,23025,1,1,"Semanal","No","Alto"
102864,25,"Masculino","Soltero",0,NA,3,1,"Mensual","No","Bajo"
102549,NA,"Masculino","Soltero",0,23042,3,NA,"Mensual","Si","Bajo"
102260,28,"Masculino","Soltero",0,23061,2,1,NA,"No","Bajo"
102244,21,"Masculino","Soltero",0,NA,1,1,"Mensual","No","Bajo"
102520,23,"Masculino","Soltero",0,NA,1,NA,"Semanal","Si","Bajo"
102245,21,"Masculino","Soltero",0,23079,2,1,"Mensual","Si","Alto"
102809,25,"Masculino","Soltero",0,23117,NA,1,NA,"Si","Alto"
102850,25,"Masculino","Soltero",0,23119,3,1,"Semanal",NA,"Alto"
102798,25,"Masculino","Soltero",0,23161,3,1,NA,"Si","Alto"
102840,NA,"Masculino","Soltero",0,23167,2,1,"Mensual","No","Alto"
NA,34,"Masculino","Soltero",0,NA,2,1,"Semanal","Si","Alto"
102419,35,NA,"Soltero",NA,23215,2,1,"Mensual","Si","Alto"
102533,23,"Masculino","Soltero",0,23311,1,1,"Mensual","Si","Alto"
NA,21,"Masculino","Soltero",0,23318,NA,1,"Semanal","Si","Alto"
102412,22,"Masculino","Soltero",0,23323,3,NA,"Mensual","Si","Alto"
102238,21,"Masculino","Soltero",0,23326,3,1,NA,"No","Alto"
102079,20,"Masculino","Soltero",0,23359,2,1,"Semanal","No","Alto"
102498,23,NA,"Soltero",0,23428,1,NA,"Mensual","No","Alto"
102076,NA,"Masculino",NA,NA,23429,2,1,"Mensual","Si","Alto"
NA,22,"Masculino","Soltero",NA,23473,NA,1,"Semanal","No","Alto"
102678,24,"Masculino","Soltero",NA,23475,3,NA,"Mensual","No","Alto"
102707,24,"Masculino","Soltero",0,NA,3,NA,"Mensual","Si","Alto"
102713,24,"Masculino","Soltero",0,23518,2,1,"Mensual","Si","Alto"
102416,22,"Masculino",NA,0,23593,1,1,"Mensual","No","Alto"
102857,25,"Masculino",NA,0,23628,NA,1,"Mensual","Si","Alto"
102816,26,"Masculino","Soltero",0,23652,1,1,"Mensual","Si","Alto"
NA,35,"Masculino","Soltero",0,23653,2,1,"Semanal","Si","Alto"
102500,23,"Masculino","Soltero",NA,23661,1,1,"Semanal",NA,"Alto"
NA,23,"Masculino","Soltero",0,23682,1,1,"Semanal","Si","Alto"
102861,25,"Masculino",NA,0,23721,1,1,"Semanal","Si","Alto"
102690,24,"Masculino","Soltero",0,NA,2,1,"Semanal","Si","Alto"
102122,20,NA,"Soltero",0,23786,1,1,"Mensual","No","Alto"
102705,36,"Masculino","Soltero",NA,23848,2,1,NA,NA,"Alto"
102504,27,"Masculino","Soltero",0,23851,3,NA,"Semanal","Si","Alto"
102689,24,"Masculino","Soltero",0,23912,2,1,NA,NA,"Alto"
102715,29,"Masculino","Soltero",0,23965,3,NA,"Mensual","No","Alto"
NA,33,"Masculino","Soltero",0,NA,3,1,"Semanal","No","Alto"
102550,NA,NA,"Soltero",0,24008,3,1,"Mensual","No","Alto"
102820,25,"Masculino",NA,0,24076,3,1,NA,"Si","Alto"
NA,23,"Masculino","Soltero",0,24076,3,1,"Mensual","No","Alto"
102503,23,"Masculino","Soltero",0,24101,2,1,"Semanal","No","Alto"
NA,20,"Masculino","Soltero",0,24148,NA,1,"Semanal","Si","Alto"
NA,23,"Masculino","Soltero",NA,24157,2,1,NA,"Si","Alto"
102253,21,"Masculino","Soltero",0,24220,3,NA,"Mensual","No","Alto"
102077,26,"Masculino","Soltero",0,24221,2,1,"Mensual","Si","Alto"
102362,22,"Masculino","Soltero",0,24226,NA,1,"Semanal","Si","Alto"
102061,20,"Masculino","Soltero",0,24228,3,1,"Semanal","Si","Alto"
102723,24,"Masculino","Soltero",0,24229,2,1,"Mensual",NA,"Alto"
102827,35,"Masculino","Soltero",NA,24255,2,1,"Mensual","Si","Alto"
102817,25,"Masculino","Soltero",0,24284,3,1,"Mensual","Si","Alto"
NA,24,"Masculino","Soltero",0,NA,3,1,NA,"No","Alto"
102400,NA,"Masculino","Soltero",0,24312,3,1,"Semanal","Si","Alto"
102530,23,"Masculino","Soltero",0,24384,3,1,"Mensual","No","Alto"
102268,21,"Masculino",NA,0,24394,1,1,"Semanal","Si","Alto"
NA,26,"Masculino","Soltero",0,NA,1,1,NA,"No","Alto"
102107,20,NA,"Soltero",0,24526,1,1,"Mensual","Si","Alto"
102512,23,"Masculino","Soltero",0,24535,2,1,"Mensual","Si","Alto"
102714,24,"Masculino","Soltero",0,24564,3,1,"Mensual","No","Alto"
102521,23,NA,"Soltero",0,24570,2,1,"Semanal","Si","Alto"
102067,20,"Masculino","Soltero",0,24582,2,1,"Mensual","Si","Alto"
102103,20,"Masculino",NA,NA,24593,2,1,"Mensual","No","Alto"
102237,26,"Masculino","Soltero",0,24608,2,1,"Semanal","No","Alto"
102371,22,"Masculino",NA,0,24632,3,1,"Semanal",NA,"Alto"
102270,21,"Masculino","Soltero",0,24675,1,1,"Semanal",NA,"Alto"
102547,23,"Masculino","Soltero",0,24692,1,1,NA,"No","Alto"
NA,23,"Masculino","Soltero",0,24695,1,1,"Mensual","No","Alto"
102511,23,"Masculino","Soltero",0,NA,2,1,NA,"Si","Alto"
102123,20,NA,"Soltero",0,24726,2,1,"Semanal",NA,"Alto"
102691,34,"Masculino","Soltero",0,NA,3,1,"Mensual","No","Alto"
102564,34,"Masculino","Soltero",0,24800,2,1,"Semanal","Si","Alto"
NA,22,"Masculino","Soltero",0,24820,1,1,"Semanal","Si","Alto"
102546,23,"Masculino","Soltero",0,24853,1,1,"Mensual","Si","Alto"
102677,24,"Masculino","Soltero",0,NA,2,1,NA,"No","Alto"
102808,25,"Masculino","Soltero",NA,NA,NA,1,NA,"No","Alto"
102230,21,"Masculino","Soltero",0,NA,NA,1,"Mensual","No","Alto"
102216,33,"Masculino","Soltero",0,24927,2,1,NA,"No","Alto"
NA,25,"Masculino","Soltero",0,24941,NA,1,"Mensual","Si","Alto"
102235,21,"Masculino",NA,0,24954,1,1,"Mensual","Si","Alto"
102497,23,"Masculino","Soltero",0,24958,1,1,"Mensual",NA,"Alto"
102806,25,"Masculino","Soltero",0,24959,1,1,"Mensual","Si","Alto"
102069,20,"Masculino","Soltero",0,24968,3,1,"Semanal","Si","Alto"
102531,35,"Masculino","Soltero",0,24999,3,1,"Semanal","Si","Alto"
100087,NA,"Masculino","Soltero",0,25494,1,0,NA,"Si","Alto"
100035,NA,"Masculino","Soltero",0,25727,1,0,"Mensual","Si","Alto"
100039,28,"Masculino","Soltero",0,25935,1,0,"Mensual","Si","Alto"
100005,25,NA,"Soltero",0,25991,0,0,"Mensual","Si","Alto"
100140,36,"Masculino","Soltero",0,26009,1,0,"Mensual","Si","Alto"
100169,38,"Masculino","Soltero",0,26028,0,0,"Mensual",NA,"Alto"
100056,29,NA,"Soltero",0,26231,0,0,"Mensual","Si","Alto"
NA,40,"Masculino","Soltero",0,26528,1,0,NA,"Si","Alto"
100170,38,"Masculino","Soltero",0,26539,NA,0,NA,"Si","Alto"
100163,38,NA,"Soltero",0,26550,0,0,"Mensual","Si","Alto"
100063,30,"Masculino",NA,0,26602,0,0,"Mensual","Si","Alto"
100186,NA,"Masculino","Soltero",0,26718,0,0,"Mensual","Si","Alto"
100171,NA,"Masculino","Soltero",0,NA,1,0,"Mensual","Si","Alto"
100086,NA,"Masculino","Soltero",0,27026,0,0,"Mensual","Si","Alto"
100248,44,"Masculino","Soltero",0,NA,0,NA,"Mensual","Si","Alto"
100156,37,"Masculino","Soltero",0,27134,1,0,"Mensual","Si","Alto"
100080,31,"Masculino","Soltero",0,27252,0,0,"Mensual",NA,"Alto"
100051,28,"Masculino","Soltero",0,27362,0,0,"Mensual","Si","Alto"
100011,25,"Masculino","Soltero",0,27457,1,0,"Mensual","Si","Alto"
NA,31,"Masculino","Soltero",0,27505,NA,0,"Mensual","Si","Alto"
NA,33,"Masculino","Soltero",0,27580,NA,0,"Mensual","Si","Alto"
NA,NA,"Masculino","Soltero",NA,27658,1,0,"Mensual","Si","Alto"
100128,35,"Masculino","Soltero",0,27706,1,0,"Mensual","Si","Alto"
100208,40,"Masculino",NA,NA,27739,0,NA,"Mensual","Si","Alto"
100184,39,"Masculino","Soltero",0,27841,0,0,"Mensual","Si","Alto"
100256,44,"Masculino","Soltero",0,27849,1,0,"Mensual","Si","Alto"
100007,33,"Masculino","Soltero",0,28018,1,0,"Mensual","Si","Alto"
100165,38,NA,"Soltero",0,28036,1,0,NA,"Si","Alto"
100193,39,"Masculino","Soltero",0,28050,0,0,"Mensual","Si","Alto"
100149,37,"Masculino","Soltero",0,NA,1,0,"Mensual","Si","Alto"
100085,31,"Masculino","Soltero",0,28315,0,0,"Mensual","Si","Alto"
100164,38,"Masculino","Soltero",0,28450,0,0,"Mensual","Si","Alto"
100052,29,"Masculino","Soltero",0,28454,0,0,"Mensual","Si","Alto"
100083,31,"Masculino","Soltero",0,28515,1,0,"Mensual","Si","Alto"
100157,37,"Masculino","Soltero",NA,28633,0,0,NA,NA,"Alto"
100250,35,NA,"Soltero",0,28640,NA,0,"Mensual","Si","Alto"
100019,26,"Masculino","Soltero",0,NA,1,0,"Mensual","Si","Alto"
100222,41,"Masculino","Soltero",0,28961,1,NA,NA,NA,"Alto"
100259,44,"Masculino","Soltero",0,29011,1,0,"Mensual",NA,"Alto"
100088,32,"Masculino","Soltero",0,29093,1,0,"Mensual","Si","Alto"
100102,33,"Masculino","Soltero",0,29182,0,0,"Mensual",NA,"Bajo"
100201,40,"Masculino","Soltero",0,NA,NA,0,"Mensual","Si","Alto"
100075,30,"Masculino","Soltero",0,29306,0,0,"Mensual","Si","Bajo"
100214,41,"Masculino","Soltero",0,29385,0,0,"Mensual","Si","Alto"
NA,30,"Masculino","Soltero",0,29451,NA,0,"Mensual","Si","Alto"
100138,36,"Masculino","Soltero",0,29608,NA,0,"Mensual","Si","Alto"
100212,41,"Masculino","Soltero",0,29702,0,NA,"Mensual","Si","Alto"
100210,40,"Masculino","Soltero",NA,29718,0,0,"Mensual","Si","Alto"
100058,29,"Masculino","Soltero",0,29749,0,0,"Mensual","Si","Alto"
100033,27,"Masculino","Soltero",0,29786,0,0,"Mensual","Si","Alto"
100263,26,"Masculino","Soltero",NA,29810,1,0,"Mensual","Si","Bajo"
100064,NA,NA,"Soltero",0,NA,1,0,"Mensual","Si","Alto"
100240,43,"Masculino","Soltero",0,30268,0,0,"Mensual","Si","Alto"
100115,34,NA,NA,0,30436,0,0,"Mensual","Si","Alto"
100234,42,"Masculino","Soltero",NA,NA,1,0,NA,"Si","Alto"
100229,42,"Masculino","Soltero",0,30580,0,0,"Mensual","Si","Alto"
100022,26,"Masculino","Soltero",0,30618,0,NA,"Mensual","Si","Alto"
100262,45,"Masculino","Soltero",0,31021,0,0,"Mensual","Si","Alto"
100179,38,"Masculino","Soltero",0,31101,0,0,"Mensual","Si","Bajo"
100220,41,"Masculino","Soltero",0,31169,0,NA,"Mensual",NA,"Bajo"
100055,29,"Masculino","Soltero",0,31232,1,0,"Mensual","Si","Alto"
100265,45,"Masculino","Soltero",0,31237,0,0,"Mensual","Si","Alto"
100101,33,"Masculino",NA,0,31449,0,0,"Mensual","Si","Alto"
100251,35,"Masculino","Soltero",0,31454,1,0,NA,"Si","Bajo"
100244,43,"Masculino","Soltero",0,31586,0,0,"Mensual","Si","Alto"
100230,30,"Masculino","Soltero",NA,31689,0,0,"Mensual","Si","Alto"
100040,28,"Masculino","Soltero",0,31731,0,0,"Mensual","Si","Alto"
100192,39,"Masculino","Soltero",0,31771,0,0,"Mensual",NA,"Alto"
100158,37,NA,"Soltero",0,31818,0,0,"Mensual","Si","Bajo"
100099,33,"Masculino","Soltero",NA,31868,0,0,"Mensual","Si","Alto"
NA,26,"Masculino","Soltero",0,31911,0,0,"Mensual","Si","Bajo"
100228,42,"Masculino","Soltero",0,31912,NA,0,"Mensual","Si","Alto"
100258,NA,"Masculino","Soltero",0,31985,1,0,"Mensual","Si","Alto"
100141,36,"Masculino","Soltero",NA,32056,0,0,"Mensual",NA,"Alto"
100008,25,NA,NA,0,32461,0,0,"Mensual","Si","Alto"
100059,29,NA,"Soltero",0,32539,0,0,"Mensual","Si","Alto"
100180,38,"Masculino","Soltero",0,32585,1,0,"Mensual","Si","Alto"
100016,36,NA,"Soltero",0,32620,1,0,"Mensual",NA,"Alto"
100003,25,"Masculino","Soltero",0,32662,0,NA,"Mensual","Si","Alto"
100219,41,"Masculino","Soltero",0,32694,1,0,"Mensual","Si","Alto"
100161,37,"Masculino",NA,0,32732,NA,0,"Mensual","Si","Alto"
NA,35,"Masculino","Soltero",0,32827,0,0,"Mensual","Si","Alto"
100241,NA,"Masculino","Soltero",0,32874,NA,0,"Mensual","Si","Alto"
NA,32,"Masculino","Soltero",0,32916,0,0,"Mensual","Si","Alto"
100189,39,"Masculino","Soltero",0,33011,0,NA,NA,"Si","Alto"
100046,28,"Masculino","Soltero",NA,33220,0,0,"Mensual","Si","Alto"
100188,39,"Masculino",NA,0,33229,1,NA,"Mensual","Si","Alto"
100172,38,"Masculino","Soltero",NA,33248,0,0,"Mensual","Si","Alto"
100187,39,"Masculino","Soltero",NA,33299,1,0,"Mensual",NA,"Alto"
100231,NA,"Masculino","Soltero",0,33315,0,0,"Mensual","Si","Alto"
NA,28,"Masculino","Soltero",0,33489,1,NA,"Mensual","Si","Alto"
100142,36,"Masculino","Soltero",0,33509,0,0,"Mensual","Si","Alto"
100041,28,NA,"Soltero",0,33658,0,NA,"Mensual","Si","Alto"
100126,35,"Masculino","Soltero",0,33740,0,0,"Mensual","Si","Alto"
100190,39,NA,"Soltero",0,33911,0,0,"Mensual","Si","Alto"
100150,37,"Masculino","Soltero",0,33953,1,0,"Mensual","Si","Alto"
100017,38,"Masculino","Soltero",0,34115,1,0,"Mensual","Si","Alto"
100050,28,"Masculino","Soltero",0,34153,1,0,"Mensual","Si","Alto"
100252,44,"Masculino","Soltero",0,34288,1,0,"Mensual","Si","Alto"
100185,39,"Masculino","Soltero",NA,34345,1,0,NA,"Si","Alto"
100070,30,"Masculino",NA,NA,34795,1,0,"Mensual","Si","Alto"
100254,31,"Masculino","Soltero",0,34845,1,0,"Mensual","Si","Alto"
100223,41,"Masculino","Soltero",0,35117,1,0,"Mensual","Si","Alto"
100129,35,"Masculino","Soltero",0,35172,1,0,"Mensual","Si","Alto"
100028,26,"Masculino","Soltero",0,35922,1,0,"Mensual","Si","Alto"
100092,32,"Masculino",NA,0,36167,0,0,"Mensual","Si","Alto"
NA,37,"Masculino","Soltero",0,36487,1,0,"Mensual","Si","Alto"
100048,28,NA,"Soltero",0,NA,1,0,"Mensual","Si","Alto"
100077,NA,"Masculino","Soltero",0,37234,0,0,"Mensual","Si","Alto"
100260,29,"Masculino","Soltero",0,37282,0,0,"Mensual","Si","Alto"
NA,42,"Masculino","Soltero",0,37367,1,0,"Mensual","Si","Alto"
100145,36,"Masculino","Soltero",0,37476,0,NA,"Mensual","Si","Alto"
