age;job;marital;education;default;balance;housing;loan;contact;campaign;deposit
59;management;married;tertiary;no;0;yes;yes;cellular;1;yes
45;blue-collar;married;primary;yes;-443;yes;yes;cellular;1;yes
39;technician;married;tertiary;no;1524;no;no;cellular;1;yes
36;blue-collar;married;primary;no;1925;yes;no;cellular;2;yes
78;retired;married;primary;no;240;no;no;cellular;1;yes
28;technician;single;tertiary;no;387;yes;no;cellular;1;yes
50;self-employed;divorced;tertiary;no;13;yes;no;cellular;1;yes
73;retired;divorced;tertiary;no;3203;no;no;cellular;1;yes
34;management;married;tertiary;no;606;no;no;cellular;1;yes
28;student;single;secondary;no;0;no;no;cellular;1;yes
42;admin.;divorced;secondary;no;527;no;yes;cellular;1;yes
54;unemployed;divorced;secondary;no;309;no;no;cellular;1;yes
27;blue-collar;married;secondary;no;4333;no;no;cellular;1;yes
73;retired;married;primary;no;253;no;no;cellular;1;yes
33;management;single;tertiary;no;6807;no;no;cellular;1;yes
51;entrepreneur;married;tertiary;no;83;no;no;cellular;2;yes
32;management;single;tertiary;no;819;yes;no;cellular;2;yes
33;technician;married;secondary;no;1968;yes;no;cellular;3;yes
26;services;single;secondary;no;136;no;no;cellular;1;yes
32;technician;single;secondary;no;1995;yes;no;cellular;1;yes
41;blue-collar;divorced;primary;no;285;yes;no;cellular;2;yes
39;blue-collar;married;unknown;no;621;yes;no;cellular;5;yes
24;student;single;secondary;no;597;yes;no;cellular;3;yes
37;blue-collar;divorced;secondary;no;0;yes;no;cellular;4;yes
35;management;single;tertiary;no;1750;yes;no;cellular;3;yes
26;student;single;tertiary;no;10086;no;no;cellular;2;yes
29;technician;single;secondary;no;3466;no;no;cellular;1;yes
63;retired;married;unknown;no;2193;no;no;telephone;4;yes
95;retired;divorced;primary;no;2282;no;no;telephone;17;yes
65;retired;married;tertiary;no;1973;no;no;telephone;3;yes
59;technician;married;secondary;no;10925;no;no;cellular;1;yes
35;management;single;tertiary;no;704;no;no;cellular;1;yes
74;retired;married;secondary;no;9480;no;no;cellular;1;yes
56;unemployed;married;primary;no;3391;no;no;cellular;1;yes
26;student;single;tertiary;no;1134;no;no;cellular;4;yes
30;blue-collar;single;unknown;no;6281;no;no;cellular;2;yes
29;self-employed;married;secondary;no;123;no;yes;cellular;2;yes
78;retired;married;primary;no;8556;no;no;telephone;2;yes
45;unknown;divorced;unknown;no;0;no;no;cellular;3;yes
29;blue-collar;single;secondary;no;2;yes;yes;cellular;5;yes
39;admin.;married;tertiary;no;1108;no;no;cellular;1;yes
45;management;married;tertiary;no;212;no;no;cellular;2;yes
45;technician;married;tertiary;no;5110;no;no;cellular;2;yes
36;student;single;secondary;no;17;no;no;cellular;1;yes
41;unknown;single;unknown;no;942;no;no;cellular;1;yes
38;technician;married;secondary;no;0;yes;no;cellular;1;yes
33;admin.;married;tertiary;no;882;no;no;cellular;1;yes
30;services;married;tertiary;no;81;no;no;cellular;1;yes
65;retired;married;primary;no;276;no;no;cellular;1;yes
75;retired;married;tertiary;no;2991;no;no;cellular;1;yes
65;management;divorced;tertiary;no;90;yes;no;cellular;1;yes
53;management;married;tertiary;no;3754;no;no;cellular;1;yes
40;management;married;primary;no;395;yes;no;cellular;4;yes
31;admin.;single;tertiary;no;676;yes;no;cellular;2;yes
25;student;single;secondary;no;8;no;no;cellular;2;yes
37;technician;married;secondary;no;0;yes;no;cellular;3;yes
32;management;single;tertiary;no;2069;no;no;cellular;1;yes
45;management;married;tertiary;no;506;no;no;cellular;2;yes
35;management;married;tertiary;no;8;no;no;cellular;3;yes
74;retired;married;primary;no;670;no;no;cellular;5;yes
37;management;married;tertiary;no;0;yes;no;cellular;5;yes
59;blue-collar;married;primary;no;1939;no;no;cellular;1;yes
76;management;married;unknown;no;1780;yes;no;telephone;3;yes
25;blue-collar;single;secondary;no;0;no;no;cellular;1;yes
27;services;single;secondary;no;955;no;no;cellular;1;yes
39;admin.;married;secondary;no;732;no;no;cellular;4;yes
24;services;single;unknown;no;2022;no;no;cellular;4;yes
28;blue-collar;single;tertiary;no;4099;no;no;cellular;4;yes
51;management;married;tertiary;no;4917;no;no;cellular;1;yes
66;retired;married;primary;no;2883;no;no;cellular;1;yes
28;unemployed;single;primary;no;1374;no;no;cellular;4;yes
30;management;single;tertiary;no;398;no;no;cellular;2;yes
58;blue-collar;married;secondary;no;3027;yes;no;cellular;1;yes
32;management;single;tertiary;no;2974;yes;no;cellular;1;yes
31;technician;single;tertiary;no;1081;no;no;cellular;5;yes
71;technician;married;tertiary;no;383;no;no;cellular;3;yes
37;admin.;married;tertiary;no;3913;yes;no;cellular;1;yes
56;management;divorced;tertiary;no;3287;no;no;cellular;1;yes
65;retired;married;primary;no;3629;no;no;cellular;1;yes
72;self-employed;married;tertiary;no;132;no;no;cellular;1;yes
51;admin.;single;secondary;no;726;yes;no;cellular;8;yes
35;blue-collar;married;secondary;no;149;yes;no;cellular;3;yes
34;blue-collar;married;secondary;no;640;yes;no;cellular;2;yes
29;admin.;married;secondary;no;7707;yes;no;cellular;2;yes
30;technician;single;tertiary;no;53;no;no;cellular;1;yes
39;technician;single;secondary;no;15;yes;no;cellular;1;yes
45;management;married;tertiary;no;242;no;no;cellular;1;yes
28;admin.;single;secondary;no;377;no;no;cellular;1;yes
52;unemployed;married;secondary;no;94;no;no;cellular;1;yes
59;retired;married;primary;no;363;no;no;cellular;1;yes
38;services;married;secondary;no;1970;yes;no;cellular;1;yes
47;technician;married;secondary;no;1167;yes;no;cellular;1;yes
52;management;married;tertiary;no;193;no;no;cellular;1;yes
38;management;married;tertiary;no;0;yes;no;cellular;1;yes
29;student;single;secondary;no;78;no;no;cellular;1;yes
36;unemployed;single;tertiary;no;1291;no;no;cellular;1;yes
58;retired;married;tertiary;no;1425;no;no;cellular;1;yes
31;technician;married;tertiary;no;3382;no;no;cellular;1;yes
59;retired;divorced;secondary;no;5583;yes;no;cellular;1;yes
47;blue-collar;married;secondary;no;1230;yes;no;cellular;1;yes
36;admin.;married;secondary;no;96;no;no;cellular;1;yes
21;student;single;secondary;no;224;no;no;cellular;1;yes
23;student;single;secondary;no;0;no;no;cellular;1;yes
47;blue-collar;married;secondary;no;1730;yes;no;cellular;1;yes
29;management;single;tertiary;no;697;no;no;cellular;1;yes
25;management;single;tertiary;no;943;no;no;cellular;1;yes
37;technician;married;secondary;no;1458;no;no;cellular;1;yes
33;admin.;married;secondary;no;95;yes;no;cellular;1;yes
59;technician;married;secondary;no;2308;no;no;cellular;1;yes
58;management;divorced;tertiary;no;5701;no;no;cellular;1;yes
44;blue-collar;married;unknown;no;1529;yes;no;cellular;1;yes
48;blue-collar;married;secondary;no;292;no;no;cellular;1;yes
34;self-employed;married;primary;no;7468;yes;yes;cellular;1;yes
42;technician;married;unknown;no;1559;no;no;cellular;1;yes
54;admin.;divorced;secondary;no;1693;no;no;cellular;1;yes
42;technician;married;tertiary;no;757;no;no;cellular;1;yes
42;blue-collar;married;primary;no;201;yes;no;cellular;1;yes
44;self-employed;divorced;tertiary;no;1070;yes;no;cellular;1;yes
37;blue-collar;married;secondary;no;1330;no;no;cellular;1;yes
29;student;single;secondary;no;314;no;no;cellular;1;yes
47;unknown;married;unknown;no;677;no;no;cellular;2;yes
24;management;single;tertiary;no;2845;no;no;cellular;2;yes
34;admin.;single;secondary;no;-32;no;yes;cellular;2;yes
30;management;single;tertiary;no;398;no;no;cellular;1;yes
46;technician;married;secondary;no;0;no;no;cellular;1;yes
34;services;married;secondary;no;1337;no;no;cellular;1;yes
59;retired;married;secondary;no;493;no;no;cellular;1;yes
35;management;single;tertiary;no;1750;yes;no;cellular;1;yes
33;technician;married;tertiary;no;4401;no;no;cellular;1;yes
35;management;married;tertiary;no;193;yes;no;cellular;1;yes
37;management;married;tertiary;no;5106;no;no;cellular;1;yes
35;admin.;single;tertiary;no;994;no;no;cellular;1;yes
38;technician;single;tertiary;no;1101;no;no;cellular;1;yes
33;blue-collar;single;unknown;no;129;yes;yes;cellular;1;yes
42;management;married;tertiary;no;6060;yes;no;cellular;1;yes
33;management;married;tertiary;no;55;no;no;cellular;2;yes
53;management;married;tertiary;no;1624;no;no;cellular;3;yes
53;services;married;secondary;no;341;no;no;cellular;2;yes
31;management;single;tertiary;no;2016;no;no;cellular;1;yes
26;admin.;single;secondary;no;255;no;no;cellular;1;yes
30;technician;single;secondary;no;4684;yes;no;cellular;3;yes
24;admin.;single;secondary;no;1052;no;no;cellular;1;yes
28;management;single;tertiary;no;1808;no;no;cellular;1;yes
26;unemployed;single;tertiary;no;3511;no;no;cellular;2;yes
35;technician;married;secondary;no;518;yes;no;cellular;1;yes
28;technician;single;secondary;no;227;no;no;cellular;1;yes
30;admin.;single;secondary;no;270;no;no;cellular;1;yes
32;management;married;tertiary;no;4733;no;no;cellular;1;yes
52;self-employed;married;tertiary;no;6657;no;no;telephone;1;yes
38;management;married;tertiary;no;613;no;no;cellular;1;yes
34;self-employed;single;tertiary;no;5462;no;no;cellular;1;yes
29;technician;single;secondary;no;674;no;no;cellular;1;yes
30;management;single;tertiary;no;364;no;no;cellular;2;yes
31;services;single;secondary;no;181;no;no;cellular;1;yes
24;student;single;primary;no;474;no;no;cellular;1;yes
25;management;single;tertiary;no;219;no;no;cellular;1;yes
47;management;single;tertiary;no;86;no;no;cellular;3;yes
33;student;single;unknown;no;1170;no;no;cellular;1;yes
34;admin.;single;tertiary;no;18;yes;yes;cellular;1;yes
36;technician;single;tertiary;no;197;no;no;cellular;1;yes
50;management;married;tertiary;no;938;no;no;cellular;1;yes
34;management;single;tertiary;no;1228;no;no;cellular;2;yes
54;technician;divorced;secondary;no;2156;yes;no;cellular;1;yes
47;technician;married;tertiary;no;2408;no;no;cellular;1;yes
31;admin.;married;secondary;no;35;no;no;cellular;1;yes
36;management;married;tertiary;no;393;yes;no;cellular;2;yes
35;services;married;unknown;no;618;no;no;cellular;1;yes
25;student;single;secondary;no;1608;no;no;cellular;2;yes
46;management;married;tertiary;no;699;no;no;cellular;1;yes
49;entrepreneur;single;secondary;no;5802;no;no;cellular;2;yes
47;blue-collar;married;primary;no;2749;yes;no;cellular;2;yes
35;management;single;tertiary;no;1162;no;no;cellular;1;yes
30;technician;married;secondary;no;776;no;no;cellular;2;yes
31;management;single;tertiary;no;1619;no;no;cellular;2;yes
55;admin.;married;secondary;no;139;no;no;cellular;1;yes
25;admin.;single;secondary;no;2816;no;no;cellular;1;yes
26;technician;single;secondary;no;507;no;no;cellular;1;yes
85;retired;married;primary;no;98;no;no;cellular;1;yes
29;management;single;tertiary;no;2753;no;no;cellular;1;yes
39;management;married;tertiary;no;0;no;no;cellular;3;yes
33;blue-collar;single;secondary;no;498;no;no;cellular;1;yes
33;blue-collar;single;tertiary;no;700;no;no;cellular;1;yes
58;management;married;tertiary;no;4152;yes;no;cellular;2;yes
61;retired;divorced;secondary;no;927;no;no;cellular;3;yes
50;admin.;single;secondary;no;2252;no;no;cellular;2;yes
54;technician;married;secondary;no;0;no;no;telephone;3;yes
33;technician;married;tertiary;no;0;no;no;cellular;2;yes
36;admin.;single;secondary;no;728;no;no;cellular;1;yes
31;management;single;tertiary;no;354;no;no;cellular;1;yes
24;student;single;secondary;no;382;no;no;cellular;2;yes
29;management;single;tertiary;no;36252;yes;no;cellular;1;yes
40;management;married;tertiary;no;158;no;no;telephone;2;yes
29;blue-collar;single;secondary;no;734;yes;yes;cellular;1;yes
30;admin.;single;tertiary;no;305;no;no;cellular;1;yes
45;blue-collar;married;secondary;no;10252;no;no;cellular;2;yes
37;management;single;tertiary;no;3141;no;no;cellular;2;yes
28;unemployed;single;primary;no;236;no;no;cellular;1;yes
33;management;single;tertiary;no;5437;no;no;cellular;1;yes
33;technician;married;secondary;no;133;no;no;cellular;1;yes
45;blue-collar;married;secondary;no;640;yes;no;cellular;1;yes
25;student;single;tertiary;no;253;no;no;cellular;1;yes
41;blue-collar;married;secondary;no;5060;no;no;cellular;1;yes
38;technician;divorced;secondary;no;902;yes;no;cellular;3;yes
47;technician;married;secondary;no;335;no;no;cellular;1;yes
49;management;married;tertiary;no;1;no;no;telephone;3;yes
42;admin.;single;secondary;no;1451;yes;no;cellular;4;yes
33;technician;single;tertiary;no;1636;yes;no;cellular;1;yes
36;admin.;married;tertiary;no;3221;no;no;cellular;11;yes
60;technician;married;secondary;no;316;no;no;cellular;2;yes
33;technician;married;secondary;no;2044;yes;no;cellular;3;yes
33;technician;married;secondary;no;557;no;no;cellular;1;yes
33;services;single;secondary;no;489;yes;no;cellular;4;yes
32;student;single;tertiary;no;1138;no;no;cellular;3;yes
36;self-employed;married;secondary;no;188;yes;yes;cellular;3;yes
45;technician;married;secondary;no;1998;no;no;cellular;5;yes
35;management;married;tertiary;no;520;yes;no;cellular;3;yes
38;management;divorced;tertiary;no;6368;yes;no;cellular;4;yes
30;self-employed;married;tertiary;no;2666;no;no;cellular;3;yes
31;technician;married;secondary;no;4182;yes;no;cellular;2;yes
32;self-employed;divorced;tertiary;no;3271;no;no;cellular;3;yes
44;self-employed;married;unknown;no;163;yes;no;cellular;3;yes
39;management;single;tertiary;no;1515;yes;no;cellular;6;yes
45;blue-collar;married;primary;no;803;yes;no;cellular;4;yes
32;blue-collar;single;secondary;no;400;no;no;cellular;3;yes
39;management;single;tertiary;no;2454;yes;no;cellular;3;yes
30;management;single;tertiary;no;533;no;no;cellular;4;yes
63;management;married;unknown;no;2352;no;no;telephone;7;yes
56;retired;married;primary;no;9367;no;no;cellular;2;yes
26;technician;single;secondary;no;237;yes;no;cellular;3;yes
37;student;single;unknown;no;444;no;no;cellular;5;yes
29;management;single;tertiary;no;9407;no;no;cellular;6;yes
24;student;single;secondary;no;387;no;no;telephone;8;yes
35;entrepreneur;married;secondary;no;2971;no;no;cellular;4;yes
43;technician;married;tertiary;no;2643;no;no;telephone;5;yes
39;blue-collar;married;secondary;no;261;no;no;cellular;4;yes
59;retired;divorced;secondary;no;514;no;no;cellular;6;yes
50;blue-collar;married;primary;no;5872;yes;no;cellular;3;yes
44;services;divorced;secondary;no;-368;yes;no;cellular;1;yes
35;student;single;secondary;no;188;yes;no;cellular;1;yes
30;blue-collar;married;secondary;no;61;yes;no;cellular;1;yes
58;admin.;married;secondary;no;2160;yes;yes;cellular;1;yes
37;management;married;tertiary;no;658;yes;no;cellular;1;yes
39;management;married;tertiary;no;0;yes;no;cellular;2;yes
31;blue-collar;single;secondary;no;196;yes;no;cellular;1;yes
33;self-employed;single;tertiary;no;94;yes;no;cellular;2;yes
41;management;married;tertiary;no;326;yes;no;cellular;1;yes
44;services;married;secondary;no;-395;yes;no;cellular;1;yes
46;blue-collar;married;unknown;no;9328;yes;no;cellular;3;yes
30;technician;single;secondary;no;-522;yes;yes;cellular;2;yes
35;admin.;married;secondary;no;1286;yes;no;cellular;3;yes
27;admin.;married;secondary;no;710;yes;yes;cellular;1;yes
39;technician;divorced;tertiary;yes;3;no;no;cellular;1;yes
32;self-employed;single;tertiary;no;0;yes;no;cellular;1;yes
37;technician;divorced;secondary;no;141;yes;no;cellular;1;yes
31;technician;single;secondary;no;53;yes;yes;cellular;1;yes
30;management;divorced;tertiary;no;415;yes;yes;cellular;1;yes
34;entrepreneur;married;tertiary;no;0;yes;no;cellular;1;yes
31;blue-collar;single;secondary;no;1979;yes;yes;cellular;1;yes
27;admin.;married;secondary;no;0;yes;no;cellular;1;yes
36;management;single;tertiary;no;7506;yes;no;cellular;2;yes
32;admin.;married;secondary;no;752;yes;no;cellular;2;yes
49;management;married;secondary;no;99;yes;no;cellular;2;yes
29;admin.;single;secondary;no;266;yes;no;cellular;1;yes
29;admin.;single;secondary;no;27;yes;no;cellular;1;yes
28;blue-collar;single;secondary;no;524;yes;no;cellular;2;yes
60;management;married;tertiary;no;5990;yes;no;cellular;3;yes
33;management;married;secondary;no;3935;yes;no;cellular;1;yes
35;management;married;tertiary;no;991;yes;no;cellular;3;yes
31;management;single;tertiary;no;59;yes;yes;cellular;2;yes
40;management;married;tertiary;no;1598;yes;yes;cellular;4;yes
29;management;married;tertiary;no;0;yes;no;cellular;2;yes
35;management;married;tertiary;no;802;yes;no;cellular;2;yes
32;management;married;tertiary;no;2465;yes;yes;cellular;1;yes
26;management;single;tertiary;no;114;yes;no;cellular;1;yes
42;blue-collar;married;primary;no;1461;yes;no;cellular;2;yes
33;admin.;single;tertiary;no;475;yes;no;cellular;1;yes
36;management;single;tertiary;no;4;yes;no;cellular;2;yes
35;management;single;tertiary;no;1618;yes;yes;cellular;1;yes
30;services;single;secondary;no;-271;yes;no;cellular;1;yes
59;admin.;single;secondary;no;2166;yes;yes;cellular;1;yes
44;blue-collar;married;primary;no;4031;yes;no;cellular;4;yes
50;services;married;primary;no;5024;yes;yes;cellular;1;yes
51;technician;married;secondary;no;-1944;yes;no;cellular;1;yes
51;admin.;married;secondary;no;3025;no;no;cellular;1;yes
60;blue-collar;married;unknown;no;2090;yes;no;cellular;2;yes
29;technician;single;tertiary;no;0;yes;no;cellular;2;yes
43;management;married;tertiary;no;1429;yes;no;cellular;1;yes
31;admin.;single;secondary;no;0;yes;no;cellular;2;yes
26;blue-collar;single;secondary;no;311;yes;no;cellular;2;yes
23;housemaid;married;tertiary;no;66;yes;no;cellular;2;yes
49;blue-collar;single;primary;no;2146;yes;no;cellular;2;yes
42;unemployed;married;secondary;no;356;yes;no;cellular;3;yes
39;blue-collar;married;secondary;no;62;yes;no;cellular;3;yes
45;admin.;married;secondary;yes;-106;yes;yes;cellular;3;yes
45;services;divorced;secondary;no;608;yes;yes;cellular;3;yes
39;technician;divorced;secondary;no;291;yes;no;cellular;2;yes
45;blue-collar;divorced;secondary;no;-184;yes;no;cellular;3;yes
39;admin.;single;secondary;no;2345;yes;no;cellular;2;yes
23;technician;single;secondary;no;4;yes;no;cellular;1;yes
57;admin.;married;secondary;no;6005;yes;no;cellular;1;yes
32;blue-collar;married;secondary;no;333;yes;no;cellular;2;yes
29;management;single;tertiary;no;3041;yes;no;cellular;3;yes
42;management;married;tertiary;no;4;yes;no;cellular;2;yes
47;blue-collar;divorced;primary;no;603;yes;yes;cellular;1;yes
36;management;married;tertiary;no;0;yes;no;cellular;3;yes
57;management;married;tertiary;no;830;yes;yes;cellular;1;yes
36;technician;single;tertiary;no;962;yes;no;cellular;1;yes
53;technician;single;tertiary;no;185;yes;no;cellular;2;yes
56;blue-collar;divorced;primary;no;-9;yes;yes;cellular;1;yes
33;admin.;divorced;tertiary;no;891;no;no;cellular;2;yes
59;retired;married;tertiary;no;148;yes;yes;cellular;2;yes
47;retired;married;primary;no;1374;no;yes;telephone;2;yes
42;management;married;tertiary;no;-556;yes;yes;cellular;3;yes
38;self-employed;single;tertiary;no;1612;yes;no;cellular;1;yes
40;self-employed;married;secondary;no;0;yes;no;cellular;1;yes
41;admin.;single;secondary;no;-109;yes;yes;cellular;1;yes
43;management;divorced;tertiary;no;580;yes;no;cellular;1;yes
24;services;married;secondary;no;4500;yes;no;cellular;2;yes
40;services;married;secondary;no;-192;yes;no;cellular;1;yes
40;blue-collar;married;secondary;no;-438;no;no;cellular;1;yes
34;services;single;secondary;no;-701;yes;no;cellular;2;yes
36;management;single;tertiary;no;1400;yes;no;cellular;3;yes
38;services;married;secondary;no;5293;yes;no;cellular;1;yes
39;blue-collar;married;secondary;no;785;yes;no;cellular;2;yes
25;student;single;primary;no;373;yes;no;cellular;2;yes
39;management;married;tertiary;no;763;yes;no;cellular;7;yes
41;blue-collar;married;secondary;no;1236;yes;no;cellular;3;yes
36;admin.;divorced;secondary;no;-811;yes;no;cellular;2;yes
34;entrepreneur;married;primary;no;7279;yes;no;cellular;1;yes
34;admin.;divorced;secondary;no;479;yes;no;cellular;1;yes
38;housemaid;single;primary;no;199;yes;no;cellular;1;yes
40;blue-collar;married;secondary;no;1808;yes;no;cellular;1;yes
31;admin.;married;secondary;no;2;yes;yes;cellular;4;yes
37;blue-collar;married;primary;no;-106;yes;yes;cellular;1;yes
58;entrepreneur;married;secondary;no;670;yes;no;cellular;1;yes
48;services;divorced;secondary;no;-361;yes;no;cellular;3;yes
35;blue-collar;married;primary;no;159;yes;yes;cellular;1;yes
34;admin.;single;secondary;no;151;yes;no;cellular;1;yes
51;blue-collar;married;secondary;no;518;yes;no;cellular;1;yes
39;management;single;tertiary;no;5073;yes;no;cellular;1;yes
39;admin.;married;secondary;no;607;yes;no;cellular;2;yes
36;blue-collar;divorced;primary;no;-308;yes;no;cellular;1;yes
47;services;married;secondary;no;367;yes;no;cellular;1;yes
35;blue-collar;single;secondary;no;855;yes;no;cellular;1;yes
33;blue-collar;married;secondary;no;1240;yes;no;cellular;1;yes
47;admin.;married;secondary;no;663;yes;yes;cellular;1;yes
38;services;single;secondary;no;895;yes;no;cellular;1;yes
46;blue-collar;married;primary;no;804;yes;no;cellular;2;yes
42;blue-collar;married;primary;no;-407;yes;yes;cellular;7;yes
47;blue-collar;married;secondary;no;802;yes;yes;cellular;2;yes
37;admin.;single;primary;no;912;yes;no;cellular;3;yes
31;admin.;single;tertiary;no;355;yes;no;cellular;1;yes
46;technician;married;secondary;no;3;yes;yes;cellular;3;yes
36;services;single;secondary;no;0;yes;no;cellular;6;yes
40;services;married;secondary;no;1836;yes;no;cellular;2;yes
39;management;married;tertiary;no;1425;yes;no;cellular;3;yes
45;self-employed;divorced;tertiary;no;963;yes;no;cellular;5;yes
59;admin.;married;secondary;no;145;yes;no;telephone;2;yes
34;blue-collar;married;secondary;no;634;no;yes;cellular;3;yes
40;blue-collar;married;unknown;no;87;yes;no;cellular;3;yes
50;blue-collar;married;primary;no;-522;yes;no;cellular;3;yes
36;blue-collar;married;primary;no;319;yes;no;cellular;2;yes
35;admin.;single;secondary;no;0;yes;no;cellular;1;yes
36;blue-collar;single;secondary;no;478;yes;no;cellular;1;yes
35;blue-collar;single;primary;no;-276;yes;no;cellular;1;yes
47;blue-collar;married;primary;no;4227;yes;no;cellular;1;yes
47;housemaid;single;primary;no;2785;yes;no;cellular;1;yes
38;blue-collar;married;primary;no;1401;no;no;cellular;1;yes
33;management;single;tertiary;no;0;yes;no;cellular;1;yes
38;blue-collar;married;primary;no;1852;yes;no;cellular;1;yes
39;blue-collar;married;secondary;no;462;yes;no;cellular;1;yes
43;housemaid;single;primary;no;800;yes;no;cellular;1;yes
33;technician;married;secondary;no;221;yes;no;cellular;1;yes
34;blue-collar;married;secondary;no;1089;yes;no;cellular;3;yes
28;admin.;divorced;secondary;no;451;yes;no;cellular;1;yes
34;blue-collar;married;secondary;no;496;yes;no;cellular;1;yes
42;blue-collar;single;secondary;no;1080;yes;yes;cellular;3;yes
33;management;married;tertiary;no;1064;yes;no;cellular;1;yes
39;management;married;tertiary;no;297;yes;no;cellular;2;yes
32;management;single;tertiary;no;3;yes;no;cellular;1;yes
34;management;single;tertiary;no;76;yes;no;cellular;2;yes
32;blue-collar;single;primary;no;398;yes;no;cellular;1;yes
48;admin.;divorced;secondary;no;83;yes;no;cellular;1;yes
31;admin.;married;secondary;no;879;yes;no;cellular;1;yes
33;services;married;secondary;no;210;yes;no;cellular;2;yes
48;services;divorced;secondary;no;-276;yes;yes;cellular;1;yes
33;blue-collar;single;primary;no;863;yes;no;telephone;3;yes
30;student;single;tertiary;no;228;yes;no;cellular;2;yes
35;management;single;tertiary;no;1396;yes;no;cellular;1;yes
51;blue-collar;divorced;primary;no;-19;yes;no;cellular;1;yes
38;services;single;secondary;no;2253;yes;no;cellular;3;yes
39;blue-collar;single;primary;no;0;yes;yes;cellular;5;yes
27;blue-collar;single;primary;no;265;yes;no;cellular;2;yes
50;technician;divorced;secondary;no;-54;yes;yes;cellular;2;yes
34;management;single;tertiary;no;3821;yes;no;cellular;2;yes
38;blue-collar;divorced;primary;no;0;yes;no;cellular;2;yes
29;services;divorced;secondary;no;-7;yes;no;cellular;3;yes
40;blue-collar;married;primary;no;830;yes;no;cellular;3;yes
32;technician;single;tertiary;no;0;yes;yes;cellular;2;yes
38;blue-collar;married;primary;no;4406;yes;no;telephone;2;yes
36;admin.;divorced;secondary;no;437;yes;no;cellular;2;yes
28;blue-collar;single;primary;no;54;yes;no;cellular;1;yes
49;blue-collar;married;secondary;no;-454;yes;no;cellular;1;yes
26;blue-collar;single;secondary;no;1006;yes;no;cellular;1;yes
44;admin.;divorced;secondary;no;2999;yes;no;cellular;1;yes
49;management;married;tertiary;no;85;yes;no;cellular;5;yes
31;self-employed;single;tertiary;no;17924;yes;no;cellular;1;yes
55;blue-collar;divorced;primary;no;8180;no;no;cellular;2;yes
32;management;married;tertiary;no;2431;yes;no;cellular;5;yes
35;services;married;secondary;no;341;yes;no;cellular;1;yes
35;blue-collar;single;secondary;no;4963;yes;no;cellular;1;yes
31;admin.;married;secondary;no;8781;yes;no;cellular;1;yes
28;admin.;divorced;secondary;no;-504;yes;yes;cellular;1;yes
39;management;married;tertiary;no;1738;yes;no;cellular;1;yes
48;blue-collar;married;primary;no;214;yes;yes;cellular;1;yes
32;admin.;married;secondary;no;684;yes;no;cellular;3;yes
41;blue-collar;married;secondary;no;580;yes;no;cellular;1;yes
34;management;married;tertiary;no;273;yes;no;cellular;1;yes
32;blue-collar;single;secondary;no;811;yes;no;cellular;1;yes
34;admin.;married;primary;no;0;yes;yes;cellular;1;yes
36;self-employed;divorced;tertiary;no;1354;yes;no;cellular;1;yes
29;admin.;divorced;secondary;no;-254;yes;no;cellular;2;yes
54;management;divorced;tertiary;no;-449;yes;no;cellular;1;yes
29;blue-collar;married;secondary;no;7863;yes;no;cellular;1;yes
35;blue-collar;divorced;secondary;no;336;yes;no;cellular;1;yes
36;blue-collar;married;secondary;no;1049;yes;no;cellular;4;yes
37;services;married;secondary;no;6089;yes;no;cellular;2;yes
37;management;divorced;tertiary;no;-42;yes;no;cellular;2;yes
31;blue-collar;single;secondary;no;953;yes;no;cellular;1;yes
33;admin.;single;secondary;no;315;yes;yes;cellular;3;yes
59;retired;divorced;secondary;no;5845;no;no;cellular;2;yes
30;blue-collar;married;secondary;no;378;yes;no;cellular;2;yes
53;services;divorced;secondary;no;765;yes;no;cellular;3;yes
26;blue-collar;married;secondary;no;5795;yes;no;cellular;2;yes
30;admin.;single;secondary;no;315;yes;no;cellular;3;yes
35;management;single;tertiary;no;916;yes;no;cellular;2;yes
34;admin.;married;secondary;no;124;yes;no;telephone;4;yes
33;services;married;secondary;no;207;yes;no;cellular;4;yes
59;retired;married;tertiary;no;422;yes;no;cellular;4;yes
36;technician;single;secondary;no;125;yes;no;cellular;3;yes
34;services;single;secondary;no;2;yes;no;cellular;2;yes
39;services;single;secondary;no;7066;yes;no;cellular;3;yes
42;services;married;secondary;no;146;yes;yes;cellular;4;yes
60;retired;divorced;secondary;no;496;yes;no;cellular;2;yes
56;services;single;secondary;no;-40;yes;no;cellular;1;yes
30;services;single;secondary;no;140;yes;no;cellular;1;yes
26;services;married;secondary;no;77;yes;no;cellular;1;yes
35;blue-collar;married;primary;no;22;yes;no;cellular;2;yes
22;blue-collar;single;secondary;no;-51;yes;no;cellular;1;yes
26;blue-collar;single;secondary;no;26;yes;yes;cellular;1;yes
28;admin.;single;secondary;no;154;yes;no;cellular;1;yes
35;admin.;divorced;secondary;no;534;no;no;cellular;1;yes
35;housemaid;married;tertiary;no;1265;yes;no;cellular;5;yes
55;technician;married;tertiary;no;-466;yes;no;cellular;1;yes
32;services;married;secondary;no;38;yes;no;cellular;1;yes
28;management;single;secondary;no;703;yes;no;cellular;1;yes
31;admin.;married;secondary;no;685;yes;no;cellular;1;yes
23;blue-collar;single;secondary;no;780;yes;no;cellular;1;yes
26;technician;single;tertiary;no;-67;yes;no;cellular;1;yes
46;blue-collar;married;primary;no;1085;yes;yes;cellular;2;yes
34;blue-collar;married;secondary;no;29;yes;no;cellular;5;yes
