DEFAULT;GENDER;AGE;CITIZEN;PART;INCOME;BALANCE
No;Male;36;FR;No;33,703.3;1,407.8
Yes;Male;26;SP;Yes;14,436.7;2,032.4
No;Female;40;FR;No;54,318.7;154.5
No;Female;41;FR;Yes;21,690.0;642.4
No;Male;46;GE;No;25,440.8;1,049.3
No;Male;33;GE;No;25,876.2;1,044.3
No;Male;41;GR;Yes;15,727.8;1,233.7
No;Male;38;SP;No;30,462.1;270.9
No;Female;38;IT;No;48,161.1;1,377.3
No;Male;45;GE;No;44,150.0;414.6
No;Female;42;SP;Yes;20,388.0;1,776.5
No;Male;42;FR;No;31,756.0;220.1
No;Male;36;UK;Yes;7,530.4;914.5
No;Female;42;UK;No;47,298.1;995.8
No;Male;44;IT;Yes;20,954.5;926.2
No;Female;35;IT;No;29,250.0;453.4
No;Male;42;GR;No;41,271.1;1,403.7
No;Male;36;FR;No;46,184.9;788.1
No;Male;36;IT;No;37,665.4;876.2
No;Male;40;IT;No;18,854.3;1,093.2
No;Female;38;FR;No;41,240.9;284.4
No;Male;43;UK;No;22,699.3;776.7
No;Male;43;FR;No;43,520.9;517.8
No;Male;48;GE;No;18,145.6;1,102.2
No;Female;44;UK;No;39,111.8;564.7
No;Male;40;SP;No;54,090.2;360.8
No;Male;41;SP;No;22,238.6;1,334.3
Yes;Male;33;FR;No;38,995.4;2,073.6
No;Male;34;UK;No;51,111.5;202.4
No;Female;50;GE;No;43,689.2;549.1
No;Female;37;DE;Yes;18,108.2;948.6
No;Male;32;FR;No;39,570.1;509.3
No;Male;40;SP;No;44,747.8;6.3
No;Male;32;GR;No;45,303.1;1,043.5
No;Male;39;FR;No;54,055.1;1,589.9
Yes;Male;25;GE;Yes;24,136.5;1,493.8
No;Male;42;UK;Yes;24,826.0;1,776.8
No;Male;40;FR;Yes;17,346.1;296.1
No;Male;32;SP;Yes;22,436.2;1,720.4
No;Male;42;DE;Yes;14,247.7;1,799.3
No;Female;38;GE;No;27,889.0;5.0
Yes;Male;28;FR;No;38,890.1;1,380.6
No;Female;44;HO;No;35,165.1;435.7
No;Male;47;SP;No;41,889.3;659.5
No;Female;38;GE;Yes;16,718.8;100.5
No;Male;38;GE;No;33,772.5;776.8
No;Male;39;UK;No;46,715.2;1,031.9
Yes;Male;44;FR;No;36,192.3;1,803.3
No;Male;40;UK;No;45,995.5;668.7
No;Male;38;GE;No;48,400.2;296.4
No;Male;38;GE;No;35,094.6;350.8
No;Female;39;HO;Yes;19,308.7;1,001.6
No;Male;39;SP;Yes;21,278.3;342.6
No;Female;43;IT;No;37,436.4;1,420.9
No;Male;39;UK;No;47,303.5;400.7
No;Female;49;GE;No;33,074.0;1,077.8
Yes;Male;30;FR;No;30,485.7;1,699.2
No;Male;42;FR;Yes;22,787.8;593.8
No;Female;35;FR;No;33,772.1;522.8
No;Male;41;GE;No;25,964.9;252.5
No;Male;38;GE;No;47,868.9;1,734.5
No;Male;38;FR;No;41,667.0;404.3
No;Male;43;FR;Yes;17,085.1;516.9
No;Male;40;GE;No;49,439.6;771.6
No;Male;50;GE;No;32,940.0;539.4
Yes;Male;30;SP;No;55,671.5;1,860.4
No;Male;42;HO;Yes;17,078.5;442.1
Yes;Male;30;GE;No;43,829.0;2,075.5
Yes;Male;31;GE;Yes;13,722.9;1,749.5
No;Male;43;FR;Yes;16,496.3;632.5
Yes;Male;29;GE;No;27,713.2;963.0
No;Male;41;FR;No;31,689.0;780.0
No;Male;47;UK;Yes;15,037.2;889.3
No;Male;41;SP;No;31,297.3;1,416.0
No;Female;38;UK;Yes;12,588.1;321.9
Yes;Male;30;UK;No;27,375.5;1,697.4
Yes;Male;37;GE;Yes;14,955.0;1,876.3
No;Female;51;UK;Yes;11,920.9;789.2
No;Male;40;GE;No;34,889.7;401.8
No;Male;35;IT;No;32,057.7;759.6
No;Male;39;UK;No;46,483.9;913.5
No;Male;37;FR;No;26,722.9;29.6
No;Male;38;PO;Yes;15,136.7;712.0
No;Male;37;GE;No;35,092.8;530.1
No;Male;36;GE;Yes;10,371.7;1,007.4
No;Male;34;SP;No;26,244.7;5.0
No;Female;38;FR;No;48,859.2;902.2
No;Male;34;GE;No;37,287.2;710.1
No;Female;44;GE;No;23,283.8;538.2
No;Male;36;SP;Yes;19,864.7;748.1
No;Male;40;SP;No;42,282.6;5.0
No;Male;44;FR;Yes;24,407.8;1,051.6
No;Female;49;DE;No;27,108.6;390.1
No;Female;42;GE;Yes;7,050.7;1,342.2
No;Male;40;UK;Yes;20,755.2;678.2
No;Female;37;GE;No;49,582.0;298.5
No;Male;41;SP;Yes;11,786.2;885.5
No;Male;41;GE;Yes;17,352.1;820.4
No;Male;45;FR;No;47,859.7;1,213.4
No;Male;37;GE;No;47,531.8;1,050.7
No;Female;32;HO;No;40,325.1;697.1
No;Male;43;SP;No;38,215.4;583.7
No;Male;50;GE;No;40,141.5;968.3
No;Male;58;GE;Yes;21,356.1;1,016.2
No;Male;43;IT;Yes;24,186.6;1,055.7
No;Male;44;FR;No;47,523.6;1,073.1
No;Female;44;GE;No;30,458.8;641.4
No;Male;42;FR;No;53,268.9;5.3
No;Male;37;GR;Yes;18,296.9;1,392.7
Yes;Male;37;FR;No;41,157.0;1,941.5
No;Male;40;FR;No;33,504.8;171.4
No;Male;42;UK;No;37,161.9;216.9
No;Female;40;IT;No;40,368.7;943.4
No;Male;36;SP;Yes;19,106.1;2,309.0
No;Female;36;FR;No;45,683.3;776.1
No;Male;35;IT;No;43,668.4;220.0
No;Male;40;GE;No;30,084.4;1,612.2
No;Male;36;GE;No;49,419.1;414.0
No;Female;38;SP;No;48,135.3;1,116.6
No;Male;37;HO;Yes;18,134.9;954.8
No;Male;33;GE;No;56,534.0;590.6
No;Female;50;FR;No;51,372.5;260.9
No;Male;36;FR;No;71,880.0;201.5
No;Female;39;IT;No;34,285.0;612.3
No;Male;42;IT;No;36,586.8;456.7
No;Male;40;FR;Yes;19,479.6;1,171.0
No;Male;38;IT;Yes;16,433.9;1,218.0
No;Female;36;SP;No;35,988.3;475.6
Yes;Male;35;GE;Yes;17,976.1;1,813.7
Yes;Male;36;UK;No;48,957.1;1,888.4
No;Male;47;SP;No;28,865.8;217.8
No;Male;38;IT;No;32,915.0;1,094.4
No;Female;36;DE;No;40,811.5;1,140.6
No;Male;37;FR;No;14,783.8;377.9
No;Male;47;GE;No;44,436.3;1,164.1
No;Male;37;GE;No;29,535.9;449.6
No;Male;35;FR;No;50,644.3;1,044.7
No;Female;45;FR;No;68,156.0;228.1
No;Male;38;IT;Yes;11,921.2;894.3
No;Female;37;UK;No;43,578.2;1,269.3
No;Female;39;GE;No;47,845.9;369.8
No;Male;35;FR;Yes;13,994.3;903.5
Yes;Male;34;DE;No;35,580.4;1,609.4
No;Male;40;UK;No;36,112.7;449.0
No;Male;34;IT;No;54,086.5;888.4
No;Male;39;PO;No;38,782.9;195.1
Yes;Male;29;FR;Yes;20,826.0;2,292.2
Yes;Male;38;FR;No;42,340.0;1,907.5
Yes;Male;43;SP;Yes;17,927.6;2,248.6
No;Male;41;IT;No;25,036.3;240.6
No;Male;36;IT;Yes;25,116.6;698.1
No;Female;46;GE;No;31,756.9;1,385.5
No;Female;41;UK;No;39,552.2;1,715.6
No;Male;39;DE;Yes;9,804.3;1,008.2
No;Female;44;IT;No;27,595.7;529.7
No;Male;42;GE;No;23,022.4;389.5
No;Female;35;SP;No;39,694.1;518.3
No;Male;31;IT;No;46,499.7;487.7
No;Male;35;GE;No;24,182.1;1,943.7
No;Female;46;GE;Yes;18,499.5;1,345.2
No;Male;38;IT;No;35,588.0;5.0
No;Male;41;SP;No;40,713.2;746.7
No;Male;52;GE;No;34,399.7;1,144.2
No;Female;43;UK;No;48,226.2;897.4
No;Male;43;UK;No;43,483.1;1,650.1
No;Male;38;GR;Yes;19,116.8;1,221.3
No;Male;47;SP;Yes;14,234.9;1,631.6
No;Male;43;DE;Yes;18,191.5;513.4
No;Male;36;PO;Yes;15,959.5;1,313.5
No;Male;43;GE;Yes;10,409.8;1,039.0
No;Male;47;GE;No;28,389.9;76.5
No;Female;38;IT;No;62,338.1;98.1
No;Female;44;FR;Yes;18,516.3;1,011.6
No;Male;42;GE;No;48,304.5;1,371.3
No;Male;35;IT;No;40,709.7;522.3
No;Female;39;GE;No;37,411.2;379.5
Yes;Male;30;FR;No;42,103.0;2,128.9
No;Male;45;SP;Yes;20,893.0;126.4
No;Male;38;GE;No;41,211.1;222.8
No;Male;34;UK;No;41,032.3;291.9
Yes;Male;31;UK;Yes;11,059.6;1,492.3
No;Male;48;FR;Yes;13,579.4;1,166.8
No;Male;43;SP;No;36,263.5;6.9
No;Male;40;SP;No;33,174.7;5.0
No;Male;51;GR;No;43,203.0;628.0
No;Female;41;UK;No;35,051.5;1,113.7
No;Male;48;GE;No;35,292.0;311.1
No;Male;41;GE;Yes;10,361.2;1,165.5
No;Female;44;GE;No;25,202.3;854.5
No;Male;42;UK;No;40,972.8;763.4
No;Male;40;SP;No;36,335.0;354.6
No;Male;46;FR;No;20,320.1;1,007.8
No;Female;41;IT;No;50,178.5;1,252.6
No;Male;37;DE;Yes;20,781.7;1,674.7
No;Male;42;IT;Yes;21,393.9;838.6
No;Male;37;FR;No;45,066.7;5.3
No;Male;37;DE;Yes;15,135.9;146.3
No;Male;42;GE;No;33,678.3;1,208.8
No;Male;42;UK;No;45,036.1;459.0
No;Male;36;SP;No;51,132.5;686.8
No;Male;42;UK;Yes;10,462.0;863.5
Yes;Male;33;SP;No;18,953.4;1,749.4
No;Male;39;IT;No;51,768.9;626.3
Yes;Male;34;GE;Yes;15,313.8;2,179.9
No;Female;41;IT;No;35,735.5;697.2
No;Female;37;UK;Yes;12,265.5;842.7
Yes;Male;37;UK;Yes;28,312.4;1,892.0
No;Male;43;DE;No;43,794.9;1,204.2
No;Male;37;FR;Yes;16,485.2;565.4
No;Male;45;IT;No;38,029.1;1,433.7
No;Male;38;IT;No;38,962.3;698.8
No;Male;39;SP;No;42,750.3;721.0
No;Female;36;UK;No;38,607.0;5.0
No;Male;40;GE;No;55,735.7;806.7
No;Male;43;FR;Yes;9,514.2;595.0
No;Male;34;FR;No;55,267.1;846.0
No;Male;37;GE;Yes;12,195.6;780.6
No;Male;51;FR;Yes;19,501.6;1,340.3
No;Male;40;GE;No;45,028.7;909.4
No;Male;41;GE;No;22,792.8;556.2
No;Female;35;GE;Yes;14,945.6;1,471.0
No;Female;36;GE;Yes;23,882.5;1,472.7
No;Male;47;IT;Yes;9,569.0;1,693.7
No;Male;42;FR;No;68,138.5;227.6
No;Male;43;GE;No;47,954.3;528.5
No;Male;40;SP;No;48,082.9;663.4
No;Female;37;GR;Yes;24,514.7;158.0
Yes;Male;27;DE;Yes;24,065.6;2,352.2
No;Male;40;UK;No;10,224.7;1,266.7
No;Male;36;SP;No;47,282.4;905.4
No;Female;38;SP;No;31,027.8;1,389.0
No;Male;39;GE;No;28,863.6;216.8
No;Male;34;UK;Yes;23,514.3;559.1
No;Male;40;IT;No;50,125.2;717.3
No;Male;36;UK;Yes;20,400.5;1,849.2
No;Male;41;GE;No;46,576.7;1,118.0
No;Male;35;FR;No;43,717.0;881.0
No;Male;41;GR;No;37,993.5;219.6
Yes;Male;38;GE;No;44,781.1;1,994.2
No;Male;53;UK;Yes;16,595.4;1,403.5
No;Male;38;UK;No;34,937.6;260.8
No;Male;40;IT;No;23,561.2;5.0
No;Male;38;FR;No;52,969.4;1,662.1
No;Male;36;SP;No;40,538.5;560.5
No;Male;35;GE;No;31,027.8;554.5
No;Female;47;GE;No;53,842.5;1,702.1
No;Male;37;IT;No;33,478.1;649.8
No;Male;35;FR;No;39,357.6;5.0
No;Male;32;GE;No;36,875.0;1,185.7
No;Male;38;UK;Yes;18,202.9;1,302.2
Yes;Male;27;FR;Yes;19,016.2;1,551.5
No;Male;40;SP;Yes;10,149.2;1,129.5
No;Male;43;UK;Yes;22,798.7;150.5
No;Female;36;GR;Yes;19,702.3;1,549.4
No;Female;39;GE;No;39,534.4;735.7
Yes;Male;37;GE;No;26,335.4;1,732.0
No;Male;35;FR;No;36,668.0;964.7
No;Male;36;DE;No;52,303.8;933.3
No;Female;38;GE;Yes;21,659.7;1,314.3
Yes;Male;39;DE;Yes;18,136.6;1,741.3
No;Male;49;DE;No;30,765.5;426.4
No;Male;36;UK;No;39,512.0;1,041.5
No;Male;41;GR;No;49,376.5;527.0
No;Female;36;GE;No;51,100.6;204.7
No;Male;36;FR;No;43,116.5;1,089.4
No;Male;35;IT;Yes;21,236.8;1,156.5
No;Male;41;GE;No;41,160.6;1,060.0
No;Male;43;FR;No;30,458.3;48.0
Yes;Male;45;GE;Yes;18,670.4;2,286.5
No;Female;53;SP;No;38,352.5;381.0
No;Male;39;GE;Yes;15,253.3;441.4
No;Male;37;GE;No;43,593.3;1,019.9
No;Male;40;SP;No;34,399.8;856.9
No;Female;32;FR;Yes;11,000.6;67.9
No;Male;44;GE;Yes;18,968.6;1,199.7
No;Male;37;GE;Yes;23,991.9;879.7
No;Male;38;UK;No;43,730.3;512.0
No;Male;45;UK;No;50,478.6;1,073.4
No;Male;48;UK;Yes;21,369.3;552.7
No;Female;37;UK;Yes;9,273.9;1,301.2
No;Male;49;FR;Yes;16,431.5;1,193.6
No;Male;39;IT;No;43,437.7;468.4
No;Male;34;GE;Yes;5,116.6;333.7
No;Male;37;DE;No;42,700.4;730.4
No;Male;42;GE;Yes;18,140.0;927.2
No;Male;43;FR;Yes;15,088.3;810.5
No;Male;36;HO;Yes;30,283.9;986.2
No;Female;48;GE;No;50,469.1;621.6
No;Male;37;GE;No;48,552.4;1,028.4
No;Female;37;GE;Yes;19,449.6;926.3
Yes;Male;31;FR;No;38,021.2;1,588.9
No;Female;38;GE;No;58,959.2;1,347.6
No;Male;35;FR;No;46,058.4;827.9
No;Male;37;SP;No;40,784.2;6.0
No;Female;36;FR;No;32,322.8;808.1
No;Male;46;GE;No;43,047.8;1,270.7
No;Female;43;UK;Yes;12,213.0;1,220.4
No;Male;45;FR;Yes;17,737.6;942.3
No;Male;44;SP;No;42,337.7;915.9
No;Female;45;GR;Yes;20,908.1;59.3
No;Male;38;GE;No;52,670.3;752.1
No;Male;43;GE;No;27,382.9;266.6
Yes;Male;37;UK;No;56,211.8;1,924.0
Yes;Male;42;FR;No;32,083.8;2,023.0
No;Male;43;UK;Yes;22,990.6;900.0
No;Male;40;GE;No;43,789.2;5.0
No;Male;38;SP;No;52,130.3;612.3
No;Male;35;GE;No;24,879.5;5.8
No;Female;51;GE;No;18,840.4;1,094.6
No;Female;34;IT;Yes;13,518.6;979.2
No;Male;35;IT;No;43,935.9;1,001.6
No;Male;35;IT;No;49,123.5;380.6
No;Male;35;IT;No;14,800.4;379.8
No;Male;42;GE;No;34,656.7;5.0
No;Male;38;FR;Yes;14,863.7;1,291.8
No;Male;45;GE;No;60,501.3;579.4
No;Male;34;SP;No;28,000.7;834.5
No;Male;44;FR;No;44,827.1;1,146.1
No;Male;38;GE;No;30,563.1;1,575.3
No;Male;43;GE;No;45,187.3;1,047.5
No;Male;44;FR;No;38,162.7;841.3
No;Male;44;UK;Yes;7,105.6;291.2
No;Male;37;SP;No;43,467.1;1,004.6
No;Male;37;SP;No;23,647.0;981.9
No;Female;40;DE;No;31,335.2;236.8
No;Male;41;GR;Yes;18,354.7;287.4
No;Male;43;GE;No;31,325.5;777.8
No;Male;37;FR;Yes;18,702.9;884.3
No;Female;37;SP;No;43,560.9;880.7
No;Female;38;UK;Yes;15,419.7;1,162.5
No;Male;49;UK;No;52,107.2;1,033.9
No;Male;51;FR;No;30,182.8;483.4
No;Female;44;GR;No;45,174.5;929.8
No;Female;35;FR;No;42,925.8;1,206.4
No;Male;34;SP;No;42,701.2;162.8
Yes;Female;30;SP;Yes;20,993.3;1,736.1
No;Male;41;UK;No;50,667.6;862.6
No;Female;33;FR;No;31,427.8;96.2
No;Male;39;UK;No;42,653.3;272.2
No;Male;43;SP;No;39,986.9;1,263.2
No;Male;38;GE;No;27,363.3;860.5
No;Male;38;GR;No;54,101.5;596.8
Yes;Male;33;FR;No;59,436.7;959.1
No;Female;35;FR;No;23,912.2;1,336.4
No;Female;41;UK;No;39,144.0;813.8
No;Female;38;UK;No;37,974.9;1,016.2
No;Female;40;UK;No;34,841.1;992.7
No;Male;43;PO;No;30,629.9;1,535.8
Yes;Female;28;FR;No;35,737.3;1,575.9
No;Male;49;FR;No;33,659.1;247.2
No;Female;39;SP;Yes;8,555.2;1,262.4
No;Male;45;HO;No;55,507.4;428.7
No;Male;38;UK;No;36,124.1;341.3
No;Male;46;GE;No;62,101.7;504.1
Yes;Male;33;GE;No;31,824.3;1,894.5
No;Female;47;SP;No;50,069.3;1,239.6
No;Male;37;UK;No;27,755.7;396.1
No;Male;36;GR;Yes;26,667.8;368.1
No;Male;41;SP;No;33,362.3;814.7
No;Male;36;GE;No;45,756.0;514.2
Yes;Female;39;UK;No;35,808.4;1,372.5
No;Male;40;FR;Yes;20,674.0;1,331.6
No;Male;40;DE;No;38,073.7;927.9
No;Male;42;UK;Yes;16,434.6;924.9
No;Female;38;FR;No;42,864.0;379.9
No;Female;35;GE;No;33,797.1;777.9
No;Female;39;UK;No;46,773.4;1,438.3
No;Male;38;GE;No;30,644.1;1,092.9
No;Male;34;SP;No;52,953.1;355.7
No;Male;34;IT;Yes;8,956.0;1,021.5
No;Male;44;FR;No;28,435.7;948.7
No;Male;46;IT;No;38,633.1;611.9
No;Female;44;HO;No;45,041.3;287.6
No;Male;45;UK;Yes;23,837.8;1,863.3
No;Male;34;FR;No;42,930.3;1,206.9
No;Male;55;GE;Yes;21,843.9;1,427.0
No;Female;41;PO;No;36,167.9;788.3
No;Male;36;FR;Yes;5,398.4;936.5
No;Male;42;DE;Yes;13,770.9;1,201.2
No;Female;37;GR;No;57,187.5;1,308.4
No;Male;44;GE;No;27,588.9;199.0
No;Male;46;IT;Yes;28,936.4;1,303.5
No;Female;36;GE;No;25,680.7;469.4
Yes;Male;35;FR;No;59,221.6;1,925.7
No;Female;39;GE;No;52,647.8;994.8
No;Male;39;UK;No;49,210.6;763.5
No;Male;40;DE;No;47,671.7;1,636.9
No;Male;38;GE;No;32,763.0;662.5
No;Male;40;GE;No;43,330.5;767.0
No;Female;41;SP;No;38,671.5;585.2
No;Female;35;GE;No;49,681.4;1,227.8
No;Male;48;GE;No;31,727.1;657.1
No;Male;56;SP;No;56,725.6;635.7
No;Male;45;GR;Yes;20,948.9;590.0
No;Male;38;FR;No;37,302.7;208.0
No;Female;39;GE;Yes;19,342.9;376.2
No;Male;34;IT;No;32,297.8;1,177.2
No;Male;34;UK;Yes;21,099.7;839.1
No;Male;52;GE;Yes;16,557.0;963.6
No;Male;39;UK;No;21,995.1;952.8
No;Male;39;SP;No;36,431.3;1,366.4
No;Male;44;HO;No;59,402.7;886.8
No;Male;44;UK;Yes;22,701.5;405.2
No;Male;36;GR;No;22,797.8;1,408.1
No;Male;40;DE;No;24,527.1;824.4
No;Male;34;IT;No;48,654.1;662.9
No;Male;44;SP;No;38,023.2;836.2
No;Female;38;UK;No;47,064.8;173.4
Yes;Male;34;GE;No;48,689.6;1,800.5
No;Male;42;GE;No;59,745.7;531.6
Yes;Male;36;UK;No;25,653.0;1,656.3
No;Male;43;FR;Yes;14,343.0;954.2
Yes;Male;30;IT;No;51,677.0;780.8
No;Male;41;FR;Yes;23,997.3;1,135.3
No;Male;45;GE;No;35,134.1;497.3
Yes;Male;33;SP;Yes;18,070.1;1,432.7
No;Male;36;FR;No;54,736.3;524.8
No;Male;35;DE;Yes;12,549.9;1,617.1
Yes;Male;30;GR;No;34,485.3;2,082.1
No;Male;34;UK;No;47,053.5;692.4
No;Male;36;GE;No;44,300.7;469.0
Yes;Male;36;GE;Yes;16,848.5;1,891.5
No;Male;38;FR;No;31,481.8;219.6
No;Male;36;UK;No;53,661.8;670.9
No;Male;40;UK;No;63,767.9;473.4
No;Male;38;FR;Yes;21,153.3;239.1
No;Female;34;FR;Yes;28,929.8;1,307.4
No;Female;37;GE;No;45,869.5;792.8
No;Male;47;DE;Yes;17,480.5;72.3
No;Male;40;IT;Yes;18,113.9;426.9
No;Male;43;GE;No;32,856.0;1,125.4
No;Female;34;GE;No;35,672.6;211.1
No;Male;39;SP;Yes;21,147.6;705.4
No;Male;45;GE;No;32,722.6;5.0
No;Female;38;GE;Yes;13,212.3;1,288.8
No;Male;44;SP;No;48,891.1;695.7
No;Male;39;SP;No;50,508.7;1,320.5
No;Male;41;IT;No;43,187.3;1,249.7
No;Male;37;DE;No;21,802.7;604.0
No;Female;38;GE;No;44,492.6;1,333.9
No;Female;37;FR;Yes;26,891.0;524.1
No;Male;43;GE;Yes;15,317.1;824.6
Yes;Male;33;FR;No;44,443.2;1,178.8
No;Female;38;FR;Yes;12,306.6;1,038.4
No;Female;37;SP;No;39,496.8;877.2
No;Male;42;FR;No;22,439.0;1,447.9
No;Male;34;SP;Yes;18,005.9;192.7
No;Female;42;GE;Yes;17,504.5;437.4
No;Male;42;IT;No;43,613.5;690.4
No;Male;38;GE;No;38,357.4;978.8
No;Male;34;GE;Yes;26,342.9;668.9
No;Female;41;IT;No;33,702.3;674.5
Yes;Male;38;UK;No;43,763.7;1,234.3
No;Male;48;FR;No;37,521.9;5.6
No;Female;40;GE;No;41,545.0;1,074.3
No;Female;35;FR;Yes;18,945.7;867.9
Yes;Male;33;FR;Yes;20,309.6;2,134.2
Yes;Male;35;UK;No;56,239.9;1,730.4
No;Male;39;FR;No;56,682.9;292.9
No;Female;40;UK;Yes;12,075.9;523.1
No;Male;37;UK;No;15,718.8;548.9
No;Male;42;GE;No;35,918.5;695.1
No;Male;33;GE;Yes;13,682.1;472.2
Yes;Male;31;GE;No;29,544.5;1,506.4
No;Male;36;UK;No;40,779.7;5.2
No;Male;37;FR;No;57,490.6;624.4
No;Male;40;GE;Yes;11,341.4;1,205.5
No;Female;38;IT;Yes;26,023.3;943.9
No;Male;41;GE;No;52,266.9;653.0
No;Male;37;FR;No;39,990.6;835.0
Yes;Male;27;FR;Yes;18,861.3;2,003.3
Yes;Male;31;UK;Yes;21,102.9;2,115.0
Yes;Female;41;GE;No;40,859.2;2,073.4
No;Female;42;GE;No;36,312.9;898.6
No;Male;41;IT;Yes;13,139.2;2,051.9
No;Male;37;IT;No;56,515.9;588.6
No;Male;37;UK;No;19,774.9;1,091.5
No;Male;35;UK;No;27,805.7;586.6
No;Male;36;GR;No;34,245.3;624.9
No;Male;47;FR;No;32,840.9;1,126.8
No;Male;34;GE;No;45,507.6;754.0
No;Male;39;GE;No;50,062.1;1,238.4
No;Male;42;UK;No;54,146.5;107.9
No;Male;46;IT;No;62,767.5;1,217.5
No;Male;37;FR;No;42,262.2;1,476.7
No;Male;34;SP;No;46,599.2;1,702.1
No;Female;39;GR;No;36,694.9;963.3
No;Female;33;FR;No;21,145.5;1,333.8
No;Female;42;FR;No;31,728.7;5.0
No;Male;40;UK;No;50,288.6;1,997.2
No;Male;41;PO;No;30,602.3;367.6
No;Female;48;UK;Yes;23,586.4;534.8
No;Male;37;UK;No;43,312.7;339.8
No;Male;37;GE;No;21,899.4;274.3
No;Female;46;FR;Yes;14,317.8;1,028.3
No;Female;41;GE;No;55,293.2;267.2
No;Male;45;DE;Yes;25,111.8;1,056.0
No;Male;42;GR;No;45,072.9;1,038.3
No;Female;38;GE;No;37,874.0;1,235.8
No;Female;52;FR;No;37,556.7;5.4
No;Male;35;SP;No;32,475.6;600.8
No;Female;44;UK;Yes;22,860.5;1,187.0
No;Male;37;FR;Yes;22,742.8;1,076.1
No;Male;43;UK;Yes;12,201.9;1,221.4
No;Male;43;HO;Yes;20,874.6;996.7
Yes;Male;40;FR;No;50,345.6;1,672.2
Yes;Male;36;FR;Yes;14,935.8;1,573.0
No;Female;40;FR;No;33,713.1;556.2
No;Male;36;DE;No;30,510.5;5.0
No;Male;44;DE;No;42,335.0;589.2
No;Female;43;UK;No;41,151.3;1,062.4
No;Male;39;FR;Yes;22,017.3;1,343.1
No;Male;37;IT;No;37,540.1;48.1
No;Male;38;GE;No;38,786.0;1,717.5
No;Male;42;GR;Yes;15,218.2;1,154.6
No;Female;37;FR;No;48,739.5;37.7
Yes;Male;36;PO;No;51,108.2;2,344.4
No;Male;47;GR;No;27,450.6;1,111.3
No;Male;34;FR;No;33,296.3;967.7
No;Male;38;GE;No;29,911.9;512.8
No;Male;38;GE;No;54,498.1;690.8
No;Male;41;IT;Yes;26,340.8;1,067.3
No;Male;41;HO;Yes;13,107.5;539.2
Yes;Male;29;GE;Yes;20,906.6;2,215.8
No;Male;46;UK;No;23,874.2;928.5
No;Male;44;GR;Yes;18,115.2;1,182.6
No;Male;42;SP;No;38,018.7;786.2
No;Male;37;FR;No;38,261.3;1,197.9
Yes;Male;32;SP;No;34,773.1;2,155.8
No;Male;34;IT;Yes;16,543.7;803.0
No;Male;39;GE;No;38,335.4;847.0
No;Female;39;UK;No;39,917.0;88.7
No;Male;37;FR;No;39,381.8;740.7
No;Male;45;GE;No;39,016.2;1,395.8
No;Female;37;FR;No;38,362.6;866.7
No;Female;44;DE;No;52,017.8;1,323.3
No;Male;36;GE;Yes;11,350.7;1,467.5
No;Male;35;UK;No;53,710.5;956.6
Yes;Male;35;IT;Yes;12,387.0;1,894.2
No;Male;42;FR;Yes;13,688.6;1,087.2
No;Male;41;FR;Yes;15,341.3;1,108.4
No;Male;44;IT;Yes;8,232.6;1,292.0
No;Female;41;IT;No;31,218.8;988.9
Yes;Male;43;IT;No;46,839.9;1,642.0
No;Male;40;GE;No;27,002.2;1,005.8
No;Female;47;PO;No;30,228.1;6.2
No;Female;46;GE;No;38,222.3;1,214.8
No;Male;41;GE;No;33,454.4;1,633.4
No;Female;39;DE;No;35,593.3;17.6
No;Male;38;FR;No;55,977.0;1,256.0
No;Female;39;IT;No;43,837.8;306.1
No;Female;44;GE;No;55,369.5;30.7
No;Male;40;FR;Yes;15,360.6;284.1
No;Male;40;GR;Yes;23,241.6;631.4
No;Female;35;GE;Yes;8,158.0;1,677.1
No;Male;36;DE;No;36,905.9;1,243.7
No;Female;46;UK;Yes;12,608.0;1,222.5
No;Male;43;IT;Yes;21,510.8;1,593.8
No;Male;35;GE;Yes;22,895.1;728.1
No;Male;38;FR;No;37,976.6;1,620.1
No;Male;37;SP;No;26,555.6;657.7
No;Male;42;UK;Yes;17,837.6;1,279.5
No;Male;36;DE;No;34,076.2;5.6
No;Male;38;SP;Yes;13,922.2;98.9
No;Female;48;GR;No;34,161.8;60.8
No;Male;35;GE;Yes;17,733.7;488.9
No;Male;52;GR;No;41,434.8;653.3
No;Female;36;UK;Yes;13,716.9;1,569.5
No;Male;39;UK;No;52,529.6;778.2
No;Female;39;GR;No;51,235.6;601.4
No;Female;46;HO;No;47,459.6;431.5
Yes;Male;29;FR;Yes;14,311.4;1,790.9
No;Male;35;GE;No;40,970.9;1,047.0
No;Male;38;DE;No;54,684.9;761.8
No;Male;46;SP;No;39,943.8;1,285.3
No;Male;38;SP;No;32,594.4;694.7
No;Female;42;IT;No;49,954.5;5.0
Yes;Male;31;IT;Yes;21,539.1;1,893.2
No;Male;48;FR;No;53,053.5;5.0
No;Male;38;UK;No;32,669.4;5.0
No;Male;44;DE;Yes;20,229.9;5.6
No;Male;39;SP;No;38,457.8;1,207.5
No;Female;36;IT;Yes;19,641.3;1,627.7
No;Female;36;GE;No;28,902.5;888.8
No;Male;34;GR;Yes;19,545.0;1,202.9
No;Female;36;UK;No;56,572.2;281.3
Yes;Male;38;FR;Yes;15,988.0;1,770.9
No;Male;37;DE;No;63,575.7;273.2
No;Male;39;GR;No;33,962.7;291.6
No;Male;40;GE;No;27,201.3;1,161.5
